LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT6,PAY_AMT6,default
50000,2,1,2,50,20119,833,0
230000,2,3,2,30,8990,4606,1
200000,2,2,1,51,28679,0,1
250000,1,2,2,30,4295,0,0
100000,1,1,2,31,52141,2800,0
470000,2,1,2,30,2175,6351,1
80000,2,1,2,26,0,0,0
250000,1,2,1,39,20301,3000,0
20000,1,3,1,36,1050,0,1
360000,2,1,2,32,392,455,0
80000,2,2,1,26,-52,0,0
100000,2,2,1,27,4143,1,0
50000,1,1,1,40,0,200,0
620000,1,1,1,39,89111,3164,0
100000,2,3,1,28,33860,0,0
30000,1,1,2,22,26823,2500,0
180000,1,1,2,28,1332,2444,1
330000,2,1,1,36,14231,6976,0
90000,1,2,2,34,72588,4000,0
280000,1,1,1,41,350,2095,0
20000,1,2,2,30,0,0,1
120000,1,1,2,37,69521,4499,0
240000,2,1,2,27,130742,4267,0
80000,2,3,1,53,496,2560,1
30000,1,2,1,35,28767,1000,0
70000,2,1,1,28,-3594,0,0
20000,1,2,1,46,0,0,1
180000,2,1,1,38,173169,6700,1
140000,1,2,2,62,117405,5029,0
20000,2,1,2,24,12699,500,0
230000,2,1,1,31,0,0,1
90000,2,2,2,39,91520,0,0
170000,2,2,1,33,362,1079,0
80000,1,2,2,30,49490,2000,0
80000,1,2,1,36,25535,0,0
80000,1,1,2,37,75218,2400,0
100000,2,2,1,36,84947,3400,1
120000,2,2,2,26,4800,0,0
50000,2,2,1,47,15514,600,1
260000,1,2,1,64,2500,0,1
180000,1,1,1,35,137803,4000,0
30000,2,2,1,23,29853,1180,0
80000,1,3,1,52,1411,390,1
50000,1,2,1,36,8428,125,0
50000,1,3,1,41,4716,1191,0
90000,2,2,2,28,47519,1800,1
180000,2,3,1,35,27528,4459,0
20000,2,2,3,52,17426,547,1
460000,2,2,1,39,80132,4882,0
80000,1,1,2,31,47362,113,0
50000,1,2,2,35,44587,1700,1
50000,1,2,2,37,29793,2000,1
240000,1,1,1,39,-18,0,0
360000,1,2,1,43,1569,1180,0
150000,2,4,2,23,27827,2000,0
20000,1,2,2,24,0,0,0
30000,1,3,2,44,2646,0,0
200000,2,1,2,44,10715,1354,0
80000,2,6,2,51,3837,61,0
260000,2,2,2,28,100032,5005,0
20000,1,2,2,49,10534,600,1
240000,2,1,2,39,137188,4515,0
120000,2,1,2,44,30956,0,0
20000,2,2,2,22,780,0,0
20000,2,3,1,52,0,0,0
430000,2,1,1,37,2249,3686,0
80000,2,2,1,46,38420,3000,0
50000,1,2,2,25,29487,1004,0
140000,1,3,2,35,50751,1879,0
50000,1,2,1,31,50856,1800,0
50000,1,1,2,25,38994,908,0
80000,2,3,0,37,1000,0,0
50000,2,2,1,26,21747,0,0
80000,2,2,1,37,44433,2500,0
50000,1,3,1,55,31309,2126,1
80000,2,2,1,60,1300,1844,1
360000,2,1,1,52,21220,10744,0
60000,2,2,2,41,59241,2665,0
290000,2,1,2,31,1964,7951,0
50000,1,1,2,56,18823,535,0
360000,2,5,2,28,500,0,0
440000,2,2,1,40,840,7453,0
500000,1,1,1,36,195454,40000,0
240000,1,2,2,27,0,0,0
100000,1,2,2,31,42484,4382,0
200000,2,1,1,47,1069,2800,0
260000,1,1,1,43,3035,2965,0
70000,2,3,1,53,59246,2100,1
20000,1,3,1,53,20059,800,1
180000,1,1,2,38,0,0,1
80000,2,2,1,44,19051,910,0
140000,2,1,1,41,79387,7006,1
50000,2,2,1,26,836,1320,0
120000,1,1,1,36,55702,1600,1
320000,2,1,1,42,66961,3000,0
70000,1,2,1,39,9568,1000,0
120000,2,2,1,42,1148,0,0
150000,2,2,2,25,85098,3100,0
230000,2,2,1,32,0,44752,0
30000,2,3,0,46,25473,0,0
290000,2,2,1,34,102593,3500,0
50000,2,2,1,36,0,0,0
360000,1,1,2,34,9952,3304,0
160000,2,3,1,56,0,0,0
30000,2,2,2,42,12933,0,1
60000,1,1,2,27,27997,923,1
420000,1,2,1,34,194883,7112,1
50000,1,1,1,42,29083,2900,0
360000,2,2,2,34,0,0,0
250000,1,3,1,46,70097,18253,0
160000,1,1,2,32,97477,0,0
50000,1,2,2,30,61259,3000,0
160000,1,1,2,29,9141,10284,0
220000,1,1,2,31,4055,0,0
70000,2,3,1,43,28341,2000,0
50000,1,3,1,43,17220,344,0
120000,1,1,2,29,40339,5036,0
50000,1,3,3,55,19761,852,0
210000,2,2,1,32,125338,6000,0
120000,2,1,2,28,9200,0,0
260000,2,2,1,40,132486,4770,0
120000,1,2,1,41,45643,2000,0
250000,1,1,2,30,200,0,0
30000,1,2,2,33,0,0,0
50000,1,2,1,28,9872,3254,0
70000,2,3,2,23,11689,450,0
200000,2,1,2,59,78079,700,0
100000,2,2,1,29,51211,2100,0
200000,1,2,1,36,4670,4670,1
280000,2,1,2,29,3277,423,0
420000,1,1,1,54,13211,10683,0
400000,2,1,2,32,686,18444,0
180000,2,2,2,27,15587,9000,0
340000,2,1,2,29,173279,5076,0
500000,1,1,2,38,41026,25880,0
420000,2,2,2,37,26376,1003,0
180000,2,1,2,32,0,0,0
120000,1,3,1,46,90477,1116,0
50000,2,2,1,49,19634,700,0
150000,2,2,2,26,36345,2029,0
20000,2,1,2,22,9186,50,0
150000,1,3,1,27,198611,110000,0
40000,1,2,2,27,38478,116,1
180000,2,1,1,30,116705,4250,0
120000,2,2,2,43,36779,1500,1
420000,1,1,2,42,89566,3012,0
20000,2,1,2,29,7552,300,0
120000,2,2,2,24,31891,1086,0
230000,2,2,1,27,27898,2000,0
50000,1,2,3,46,19197,684,1
50000,2,2,1,36,18883,600,0
320000,1,1,1,40,118984,5000,0
70000,2,2,2,23,43429,1322,1
280000,2,1,2,27,157832,6000,0
180000,1,1,1,48,67259,3500,0
50000,2,1,2,29,1194,6499,0
340000,2,2,2,25,4752,1888,0
200000,2,2,2,25,2099,0,0
180000,2,2,2,28,15472,1000,0
50000,2,1,2,25,39034,1364,1
120000,2,2,2,31,121372,2954,0
360000,1,3,1,46,0,9451,0
240000,1,2,1,50,419,419,0
70000,2,2,2,25,29428,1002,1
20000,2,3,3,41,1317,1923,0
190000,1,2,1,32,14823,1000,0
200000,2,2,1,38,390,390,0
410000,1,2,1,45,0,2675,0
110000,1,1,2,27,30331,3000,0
210000,2,2,2,27,81434,2546,0
300000,1,1,1,42,36403,0,0
390000,2,1,2,29,272076,8365,0
30000,1,2,1,51,0,0,1
20000,2,2,2,24,4613,0,1
70000,2,2,2,23,8090,271,0
70000,2,1,1,35,41026,2079,0
50000,1,1,2,25,1454,0,1
30000,1,3,2,51,29840,0,0
130000,1,1,2,33,40630,1100,0
130000,1,2,1,39,-3040,0,0
20000,1,2,1,38,0,0,1
30000,2,2,1,34,1398,0,0
170000,2,2,2,26,29973,952,0
120000,1,2,1,31,60333,1,1
50000,1,1,2,42,47551,1600,0
130000,2,3,1,41,126724,4800,0
110000,2,3,2,32,44858,2000,0
80000,2,1,2,28,44793,4500,0
500000,2,2,2,32,26175,800,0
180000,2,2,1,46,1375,0,0
120000,2,3,1,58,672,2507,1
20000,2,2,1,23,12052,0,0
370000,1,2,2,30,24233,11175,1
50000,1,2,2,22,19790,874,0
150000,1,1,1,51,48717,1500,0
80000,1,1,2,29,0,900,1
460000,2,1,2,28,0,13182,0
50000,1,3,1,53,50426,5,1
80000,2,2,2,25,19863,1000,0
260000,2,1,1,35,44627,1188,0
320000,1,1,2,32,9685,20444,0
50000,2,2,2,46,50393,1600,0
360000,2,1,1,55,10615,10068,0
50000,2,2,2,50,6574,1503,0
150000,1,2,1,30,1519,5330,0
70000,2,2,1,32,64948,2400,0
150000,2,1,2,27,5819,4302,0
50000,1,2,2,42,29253,1100,0
90000,2,2,2,23,450,711,0
100000,1,2,1,30,56101,0,1
440000,2,1,2,34,11560,258,0
250000,1,1,2,35,0,0,0
10000,2,3,1,55,420,780,1
80000,2,2,1,37,58715,5000,0
220000,2,1,1,54,600,0,0
40000,1,1,2,25,396,17188,1
150000,1,2,2,28,90599,3000,0
20000,1,2,2,35,18998,0,1
240000,2,2,1,41,20143,14762,1
200000,1,1,2,29,127362,5000,0
50000,2,1,2,23,19112,570,0
180000,2,2,1,41,0,0,0
50000,1,2,1,25,28112,0,1
20000,1,1,2,31,780,0,0
210000,2,1,1,39,68842,3000,0
500000,1,1,1,43,4123,7124,0
240000,2,1,2,30,-1868,0,1
30000,1,2,1,36,25412,0,0
190000,1,1,1,42,5300,0,0
10000,1,2,2,45,-173,10200,0
360000,1,2,2,34,31581,0,0
80000,2,2,1,39,28030,964,0
60000,1,2,1,40,25778,2000,1
100000,2,3,1,45,1450,1143,0
100000,2,1,2,28,2072,2692,0
10000,1,3,1,46,0,0,0
180000,1,2,2,24,122277,5000,0
280000,2,2,1,39,205479,7500,1
50000,2,2,2,37,17912,592,0
380000,1,1,1,55,42083,1600,0
50000,2,2,1,42,15938,2000,0
150000,1,1,2,35,78745,5000,0
210000,2,1,2,35,150,396,0
30000,1,1,2,36,6699,26275,1
70000,2,3,2,43,27044,1002,1
80000,1,2,2,28,79843,910,1
50000,2,2,1,44,23110,1000,0
480000,2,2,1,35,211055,8000,0
500000,2,2,1,38,39668,778,0
170000,2,1,2,26,3517,100,0
330000,2,1,2,29,11304,275,0
30000,1,2,1,37,27219,2054,0
120000,2,2,1,36,476,326,0
80000,2,1,2,25,44218,1737,0
160000,1,2,1,31,9447,500,0
110000,1,2,1,30,54805,2156,1
20000,2,2,1,36,18486,0,1
140000,1,1,1,49,40865,1307,1
50000,1,1,2,30,37829,2500,0
20000,2,2,2,22,0,0,1
200000,2,2,2,29,195976,1000,1
320000,2,2,1,50,243238,8010,0
400000,2,3,1,42,3978,2390,0
250000,2,2,2,35,228900,3000,0
550000,2,1,2,34,38021,10010,1
300000,1,1,1,38,110811,4013,0
50000,2,2,1,34,50722,3628,0
160000,2,1,1,34,158,158,0
80000,1,1,2,25,9506,1000,0
280000,1,3,2,38,124742,3591,0
500000,2,3,2,35,548,1048,1
340000,2,2,1,39,3406,2622,0
160000,2,2,1,42,0,0,0
120000,2,1,2,26,150,780,0
150000,1,1,2,28,64020,7005,0
110000,1,1,2,34,733,1905,0
120000,2,2,2,28,0,204,1
110000,2,1,2,36,76051,2510,0
320000,2,2,1,36,-20,0,0
50000,1,3,1,42,18721,681,0
50000,2,2,1,38,1066,170,0
90000,2,2,2,23,38167,1000,0
270000,2,1,1,40,28413,1351,0
50000,2,2,1,25,2158,0,0
50000,1,2,1,47,27076,2500,0
360000,2,2,1,28,0,0,0
120000,2,2,1,26,5121,1272,0
290000,2,3,2,37,396,396,0
200000,1,3,1,36,17794,2123,0
110000,2,2,2,25,81238,3000,1
50000,1,2,2,39,18346,1000,0
150000,1,1,1,42,0,0,0
280000,2,1,2,32,11547,19826,0
310000,2,1,2,29,32304,1500,0
450000,1,2,2,32,-5738,0,0
40000,2,2,2,23,35389,2800,1
50000,2,2,2,38,7533,1000,0
290000,1,2,2,35,9547,151945,0
60000,1,3,1,39,11195,3000,0
20000,1,3,1,47,10481,0,1
80000,2,2,1,27,0,5775,0
100000,1,2,1,36,11653,0,0
50000,1,1,1,37,19262,1000,1
250000,2,2,1,36,664,698,0
210000,2,1,2,34,30949,1460,1
280000,2,1,2,35,7610,1676,0
110000,2,2,2,35,110854,3888,0
60000,1,2,2,36,57626,2000,0
200000,1,1,1,40,0,0,0
30000,1,2,2,35,0,0,0
80000,1,1,2,26,74746,1656,0
50000,1,2,2,39,19078,1000,0
160000,2,1,1,39,0,0,0
130000,2,2,2,26,0,825,1
230000,2,2,2,35,47192,8007,0
260000,2,2,1,35,5469,427,0
200000,1,2,1,54,140340,5000,0
420000,1,1,1,32,23751,908,1
100000,2,1,2,22,7594,432,1
100000,2,1,2,25,520,0,0
390000,1,1,2,34,7028,5000,0
80000,2,2,2,28,0,0,0
50000,1,3,1,45,48796,0,0
90000,2,3,2,38,0,0,1
240000,2,2,1,56,204302,20002,0
50000,2,3,1,47,2642,7023,0
30000,2,2,2,21,1307,0,0
200000,2,2,1,39,-18,0,0
320000,2,3,2,40,306056,14000,1
90000,1,2,2,35,20078,577,0
20000,2,3,1,23,19785,790,1
80000,2,1,2,23,34909,1000,0
380000,2,2,1,36,86612,11000,0
300000,2,1,2,37,9974,11767,0
110000,1,2,2,51,50565,2000,0
100000,2,2,1,29,42917,1660,0
250000,2,1,1,39,1247,621,0
250000,1,1,2,33,4017,3,0
220000,1,1,2,30,96466,5000,0
20000,2,1,2,27,18036,800,1
240000,2,5,1,34,1045,6585,0
210000,1,1,1,40,140425,4756,0
200000,2,2,2,26,106313,2911,0
120000,2,2,2,25,0,0,1
140000,1,3,2,26,12996,0,0
30000,1,1,2,24,30419,1100,0
50000,2,3,1,52,19275,584,0
240000,2,1,2,28,109237,5000,0
200000,2,2,1,46,0,0,0
490000,1,1,1,57,331606,20021,0
60000,2,1,2,36,2190,2153,1
300000,1,2,1,37,23737,16079,0
310000,2,1,2,36,0,173,0
360000,1,2,1,43,234,455,0
60000,2,2,2,23,20223,400,1
120000,2,1,2,27,0,780,0
210000,1,2,2,26,112973,3800,0
50000,1,2,1,38,19965,1000,0
510000,2,4,1,34,12179,20798,0
10000,2,1,2,24,9360,1000,0
250000,2,1,2,36,388,0,0
210000,2,1,2,26,1298,2000,0
160000,1,5,2,46,0,73175,0
80000,2,2,2,24,0,0,0
230000,1,1,2,28,36782,1026,0
30000,2,2,1,53,18654,692,1
50000,2,2,1,29,18203,763,1
190000,2,1,2,28,169165,6200,1
130000,2,2,1,46,0,0,0
140000,2,3,1,46,130020,4500,0
110000,1,2,2,29,39690,3000,0
20000,1,2,2,21,0,0,0
250000,2,1,1,32,224740,9000,0
360000,2,2,1,35,9255,22127,1
30000,2,1,2,21,0,0,0
50000,1,3,2,54,11388,554,0
100000,2,2,1,29,49578,1400,0
150000,2,5,2,33,35626,7128,0
150000,2,1,2,30,0,0,0
200000,2,1,1,41,6894,3188,0
20000,1,1,2,40,16916,2000,0
310000,2,2,1,37,8893,2000,0
100000,2,1,2,26,101737,0,0
50000,2,2,2,32,48179,0,1
130000,2,2,2,24,14986,11083,0
100000,2,3,3,47,836,836,0
280000,1,1,2,28,17097,1193,0
200000,1,1,1,37,105907,4300,0
90000,1,1,1,34,61250,2282,1
150000,2,2,1,41,2229,2057,0
20000,2,2,2,42,19342,1500,1
360000,2,1,2,30,5151,0,0
40000,2,2,1,28,20763,1000,1
240000,2,2,1,55,79334,3100,0
500000,2,1,1,36,25314,103508,0
20000,2,2,2,39,11708,1472,1
140000,1,2,2,44,94197,3494,1
100000,1,2,2,27,981,0,0
120000,2,1,2,32,26781,8494,0
100000,2,2,1,44,44771,2000,0
140000,2,2,2,33,4666,4666,0
210000,2,1,2,27,1136,67412,0
500000,2,1,2,35,2532,5717,1
110000,2,1,2,27,0,4650,0
340000,2,1,2,30,10673,869,0
330000,2,1,2,27,321936,7060,1
50000,2,2,2,34,9240,1150,0
10000,2,1,1,39,10328,0,1
70000,1,3,1,42,31965,1300,0
450000,2,2,1,37,-51443,70803,1
30000,2,2,1,33,15145,800,0
150000,2,2,2,32,56577,0,0
230000,2,2,1,37,72020,2482,1
30000,2,3,1,47,28181,0,1
30000,1,1,2,30,28949,2000,0
20000,1,3,2,45,18347,600,1
70000,2,3,3,51,13515,14001,0
50000,2,2,1,45,18280,1210,0
360000,2,1,1,46,6205,18814,0
400000,2,1,2,29,76467,2800,0
130000,2,3,1,36,3688,2803,0
130000,1,1,2,27,-2292,10000,0
340000,2,1,1,40,6800,3750,0
270000,2,2,1,40,12702,312,1
60000,2,2,2,38,2670,980,1
130000,2,2,2,31,70460,2888,0
10000,1,3,2,22,7497,0,0
160000,2,1,2,33,146003,5200,1
270000,2,1,1,33,5667,2443,0
80000,1,2,1,30,65644,2500,1
340000,2,1,1,39,12092,13743,0
360000,1,1,1,52,25948,21318,0
240000,1,1,2,43,0,0,0
50000,2,2,2,26,0,0,0
50000,1,3,1,23,0,1000,0
180000,2,2,1,28,1440,316,0
370000,2,1,1,31,243986,14100,0
60000,1,2,2,27,11365,0,1
50000,1,2,2,25,1599,1694,0
50000,1,3,1,52,38585,13144,0
130000,2,1,2,29,60119,4500,0
500000,2,1,1,49,37435,46591,0
300000,1,1,2,27,3330,3330,0
120000,2,2,2,25,0,0,0
110000,2,2,1,25,77433,2730,0
220000,1,3,2,30,3681,3087,0
140000,2,2,2,26,4287,5049,0
30000,2,2,2,24,24837,1400,0
200000,2,2,2,35,3821,0,0
350000,2,1,1,33,1112,1981,0
150000,1,2,2,42,1040,0,0
20000,1,2,2,24,1650,0,1
200000,2,1,1,56,21098,3000,0
20000,1,2,2,24,1650,0,0
320000,1,1,1,35,0,0,0
100000,2,1,2,29,61153,3000,0
280000,2,1,2,28,5110,9028,1
50000,1,1,1,47,25242,0,0
20000,1,1,2,23,20226,674,0
160000,2,1,2,33,450,825,0
60000,1,3,2,23,17001,1000,0
150000,1,3,1,49,6742,3306,0
460000,1,1,2,34,325831,20004,0
500000,1,3,2,51,176,310,0
320000,1,2,1,34,3207,0,0
200000,2,1,2,29,0,0,1
430000,2,2,1,28,18784,2000,0
150000,1,2,1,58,1473,1473,0
100000,2,2,2,28,94450,5373,0
30000,1,1,2,30,17067,700,0
260000,2,3,1,31,0,7287,0
40000,2,1,2,24,11762,500,1
290000,1,2,2,34,0,0,1
140000,1,1,2,27,768,388,0
60000,2,2,2,22,27811,1142,1
210000,1,1,2,41,0,0,0
170000,2,1,2,28,0,0,0
370000,2,3,1,37,0,0,1
30000,1,1,2,23,29899,1046,0
360000,2,1,1,32,0,0,0
290000,1,2,2,43,0,1333,0
50000,2,3,1,36,8768,1200,0
210000,2,3,1,27,0,1114,0
170000,1,3,1,31,117320,5000,0
360000,1,1,1,40,6008,3325,0
90000,2,1,2,25,26224,1000,0
210000,1,3,1,44,0,0,1
160000,2,2,1,50,1469,3490,0
30000,2,2,2,22,29362,0,0
80000,1,2,2,23,41668,3000,0
250000,2,2,1,36,140779,4709,0
60000,2,1,2,27,11646,1500,0
130000,1,1,2,30,133548,0,0
180000,1,1,2,30,58332,3000,0
200000,1,1,2,27,8609,8299,0
210000,1,1,1,28,139866,5000,0
240000,2,1,2,30,4476,3600,0
460000,2,2,2,46,337552,12400,0
400000,2,1,1,38,10390,727,0
20000,1,3,2,25,16590,789,0
60000,2,2,1,37,40493,1400,0
110000,2,2,2,34,80610,2861,0
80000,2,3,2,26,49782,1744,1
50000,1,1,2,30,23269,1500,0
360000,2,1,2,28,2983,2386,0
70000,1,2,1,24,47958,1706,0
20000,2,2,2,22,18292,1000,0
200000,2,3,1,50,112870,4500,0
90000,2,3,1,46,686,686,0
30000,1,1,1,36,1735,0,0
260000,2,1,1,44,0,0,1
50000,2,2,1,34,11009,622,1
30000,2,2,1,25,30974,0,0
20000,2,3,1,33,3152,227,0
30000,1,2,1,33,27422,0,1
290000,2,1,3,29,15300,221000,1
50000,1,1,2,26,2470,2000,1
60000,2,1,2,31,6695,0,0
200000,1,1,2,34,118202,11000,1
50000,1,3,1,48,780,0,0
190000,2,1,2,29,159833,6011,0
70000,2,2,1,38,33595,1400,0
300000,1,1,2,31,1332,0,0
400000,1,1,2,27,46569,0,0
200000,2,1,1,46,13039,0,1
560000,1,2,1,43,139831,4074,0
150000,2,2,1,37,48833,1795,0
300000,2,1,1,36,380,0,0
80000,2,2,1,24,55632,2500,0
150000,2,1,1,52,6731,16,1
20000,2,2,1,29,0,0,0
50000,2,2,1,27,27077,1130,0
150000,2,2,2,23,7586,8275,0
140000,2,1,1,34,12555,0,0
500000,2,1,1,52,0,0,0
90000,2,2,2,29,49926,2000,0
30000,1,2,2,28,0,0,1
50000,2,3,2,50,27175,1100,1
280000,2,2,2,32,0,0,0
390000,1,1,2,26,69641,3036,1
100000,2,2,2,27,101935,0,1
200000,1,1,2,33,192015,5640,1
230000,2,2,2,41,42495,3000,0
20000,2,2,1,48,15046,400,0
180000,1,1,2,40,0,0,0
10000,1,2,2,23,0,0,0
327680,1,3,2,42,243600,9200,1
100000,2,2,1,42,5934,4000,1
80000,2,2,1,41,0,0,0
250000,2,1,1,37,7242,122,0
440000,2,1,2,34,11074,14825,0
140000,2,1,2,24,91539,2300,0
20000,2,2,2,50,0,1035,0
50000,2,2,1,29,23753,786,0
30000,2,2,1,29,0,0,0
210000,2,2,1,34,72969,3000,0
20000,1,2,2,28,10312,1000,0
150000,2,3,1,24,974,0,1
50000,1,1,2,23,18347,638,0
210000,2,2,1,47,26414,1000,0
250000,2,3,1,49,316,316,1
130000,1,1,2,37,47516,1400,0
290000,1,1,1,38,236413,10000,1
150000,2,2,2,29,23574,704,0
80000,2,3,2,28,67199,2300,0
50000,1,2,1,39,11713,233,0
240000,1,2,1,49,-110,0,0
90000,1,2,2,27,56117,3150,0
220000,1,1,2,38,19082,4421,0
170000,1,2,2,33,95,531,0
70000,1,1,2,26,0,313,0
160000,1,1,2,53,2191,4825,1
250000,2,1,2,29,2830,10809,0
70000,1,1,1,42,71268,2990,1
90000,2,2,2,27,5382,0,1
50000,2,2,1,23,27310,999,0
150000,2,1,2,30,145262,2799,1
20000,2,2,1,21,0,0,1
20000,2,1,2,23,20160,208,0
50000,2,5,1,29,18964,600,0
200000,1,1,1,31,168398,20000,0
200000,2,3,2,25,390,1112,0
120000,2,2,2,52,90072,32696,0
270000,2,3,1,37,0,433,1
300000,2,1,2,31,0,0,0
400000,1,2,2,29,46012,1800,1
120000,1,3,1,24,0,0,0
130000,1,2,2,25,5198,0,0
150000,1,2,1,30,76466,316,0
200000,2,1,2,40,0,0,1
130000,1,2,1,49,33488,1000,0
120000,2,1,2,27,1026,1026,0
230000,2,2,2,32,395,0,0
50000,1,1,2,26,450,600,0
10000,2,3,1,49,930,0,1
360000,1,1,2,28,1211,2228,0
140000,2,1,2,24,14300,2900,0
50000,2,2,2,25,19011,1000,1
120000,2,2,1,44,21385,793,0
500000,1,1,1,56,35017,23547,0
500000,1,1,2,33,23773,85500,0
10000,1,2,2,25,10000,0,0
160000,2,3,1,39,50520,2000,0
60000,2,2,2,31,19671,12245,0
60000,2,2,1,40,5816,17806,0
160000,2,2,2,40,-325,0,0
500000,2,1,2,40,5517,550,0
360000,2,1,1,41,0,0,0
10000,1,2,2,27,10198,0,1
30000,2,3,1,44,31262,2200,1
60000,2,2,2,26,28085,1500,0
80000,2,2,1,44,175,175,0
410000,1,2,1,37,3829,3400,0
70000,2,2,1,27,24620,1000,1
60000,2,3,2,47,696,380,1
80000,1,2,1,41,2678,1000,0
30000,1,3,2,38,17140,1000,0
110000,2,3,1,49,59839,2000,0
150000,2,2,1,30,1392,696,1
30000,2,2,1,38,3014,1000,0
150000,1,3,1,38,42157,1600,0
50000,1,3,1,55,46718,1817,0
40000,1,2,3,41,32179,337,0
70000,2,2,2,23,8443,1000,0
100000,1,1,1,46,50711,1400,1
10000,2,3,2,22,10057,1000,0
60000,1,3,2,29,8735,0,0
100000,1,1,2,27,0,0,1
50000,2,2,2,29,9136,2000,0
10000,1,2,1,30,0,0,1
50000,2,1,1,54,18750,1000,1
10000,2,3,2,36,8679,200,0
80000,1,2,2,36,39691,3232,0
50000,1,2,2,47,17423,1000,0
470000,1,1,2,27,8726,6970,0
530000,2,2,2,39,292602,9060,0
200000,2,1,1,34,30784,8640,1
20000,1,1,2,23,942,19840,0
80000,2,3,2,24,59920,2213,0
150000,2,2,2,38,230,4487,0
30000,2,2,1,41,2500,1060,1
170000,2,5,1,37,0,1977,0
230000,2,3,1,30,132239,5000,0
170000,2,2,1,37,156808,0,1
290000,1,3,1,47,0,4634,0
170000,2,2,2,27,41541,1800,0
200000,2,1,2,26,34814,7043,0
80000,1,3,1,55,14717,479,0
340000,2,2,2,32,0,0,1
110000,2,1,2,28,111733,4550,0
10000,1,2,2,36,6771,1100,0
80000,2,2,2,27,28459,2000,0
60000,2,2,3,28,15952,1000,0
340000,2,2,2,27,16516,5000,0
20000,1,1,1,54,18309,2000,0
500000,1,2,1,49,202991,0,0
250000,2,1,1,53,191867,17186,0
50000,2,2,2,24,12938,1519,0
100000,1,1,3,48,2757,5400,1
280000,1,1,2,31,42128,2419,1
500000,1,1,1,41,274590,8818,0
20000,1,2,2,24,10550,400,0
140000,2,2,2,24,55776,28,0
250000,2,2,2,30,6852,0,0
50000,1,1,2,27,0,0,0
70000,2,2,1,33,19234,2000,1
230000,2,2,1,27,176784,7471,0
500000,1,3,2,31,2837,85327,0
280000,2,1,1,40,213520,7312,0
160000,2,2,1,40,0,0,0
50000,2,2,1,32,26289,970,0
500000,2,1,1,38,53676,1645,0
290000,2,2,2,24,216014,6000,0
100000,1,3,2,29,-3,0,0
480000,1,1,1,61,79795,3000,0
110000,2,3,2,33,58715,2100,0
350000,2,1,2,24,90208,105000,1
70000,1,2,3,34,39788,1600,0
290000,1,2,1,38,77324,2350,0
210000,2,2,2,34,0,0,0
240000,1,1,1,38,13268,0,0
260000,2,2,1,49,0,0,0
80000,1,2,2,27,8802,2000,0
50000,1,2,1,38,19390,3000,0
10000,1,3,2,28,9992,91,1
50000,2,6,1,45,28506,1500,0
200000,2,2,1,39,0,5051,0
400000,2,2,1,39,79053,34790,0
210000,2,1,1,37,6583,5060,1
500000,1,1,2,42,0,0,1
60000,1,3,1,55,0,0,0
150000,2,2,2,25,142030,5977,0
60000,2,1,2,26,43550,15000,0
450000,1,5,1,35,-2313,110124,0
430000,2,2,1,42,318274,0,1
50000,2,2,2,30,1383,5419,0
80000,2,2,2,23,780,0,0
200000,1,3,1,36,28052,1500,1
60000,2,2,2,25,21811,2000,0
50000,1,2,1,48,20386,799,0
150000,2,1,1,35,0,0,0
200000,2,1,2,26,0,0,0
80000,1,2,1,29,77511,2909,1
30000,2,2,3,41,17068,11796,0
200000,2,2,2,33,-387,0,0
170000,2,1,2,30,1359,918,0
130000,1,2,1,52,98655,0,0
180000,2,2,2,28,118832,5000,0
160000,1,1,2,27,4000,5459,0
20000,2,3,2,29,728,449,0
250000,1,1,2,42,205180,8003,0
150000,1,1,2,28,-31,0,0
180000,1,1,1,35,381,5819,0
120000,1,1,2,27,35475,1217,0
430000,2,1,1,42,-200,0,0
200000,1,1,1,38,117534,3602,0
20000,2,3,2,38,5278,780,0
370000,2,1,1,42,45816,280000,0
30000,2,3,2,25,0,0,0
180000,2,1,2,25,2929,5253,0
360000,1,1,1,48,881,1595,0
260000,2,1,2,33,180891,5612,0
200000,2,1,2,25,80598,1794,0
50000,2,2,1,39,28643,1200,0
50000,2,2,2,22,48219,1244,1
270000,1,1,2,33,18002,211,0
10000,2,2,2,22,9928,0,1
390000,1,1,1,38,7547,897,0
350000,2,1,1,50,9194,17436,0
350000,1,1,1,40,16754,3000,0
300000,1,2,2,33,200695,11000,0
50000,1,2,2,38,18642,700,0
250000,2,1,1,35,70047,2507,0
360000,1,1,2,33,4209,3780,0
180000,2,1,1,42,1031,0,0
150000,1,4,1,41,72502,3000,0
250000,2,2,1,35,223254,8500,0
200000,1,3,2,29,446,0,0
260000,2,1,1,46,1076,1220,1
150000,2,1,2,52,149861,3500,1
400000,2,1,2,36,827,10827,0
20000,1,2,1,32,14492,1000,0
90000,2,3,2,25,38622,890,0
200000,1,3,1,34,804,4421,0
70000,2,1,2,27,67128,1000,0
80000,1,2,1,49,2523,316,0
240000,1,1,2,43,7100,8318,0
200000,2,1,2,28,17423,6393,0
270000,2,1,2,29,98374,3450,0
210000,2,1,1,32,0,0,0
140000,1,2,2,24,23797,2000,1
120000,1,3,1,36,34604,1500,0
130000,2,1,1,36,79996,2866,1
70000,2,3,0,34,19546,0,0
80000,1,2,2,24,0,0,0
170000,1,1,1,38,0,0,1
300000,2,1,2,33,0,0,0
380000,1,1,1,37,0,0,0
